TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial,
2018-07-04T12:04:24.979131,-0.248,-1.043,0.03,19.634,-2.805,-0.366,2.323,-0.289,-0.838,-0.299,2.317,0.549,-4.268,0,0.001,0.055,-0.923,3.841,-0.976,0.488,0,0.199,0.043,-1.092,1.037,-12.378,4.756,292.637,-0.518,-0.191,0.869,10.366,-7.317,-1.098,2510.413,117,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.023874,-0.2,-0.913,0.099,-1.89,1.585,-8.72,2.323,-0.289,-0.838,-0.299,-4.512,3.354,-4.512,0,0.023,0.064,-0.987,0.976,-0.183,0.305,0,0.199,0.043,-1.092,12.378,-21.646,9.268,292.637,-0.518,-0.191,0.869,14.146,2.866,-4.268,2510.413,-24,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.076515,-0.195,-0.941,0.059,-18.841,4.024,0,2.323,-0.305,-0.892,-0.351,-11.89,6.28,-3.659,0,0.029,0.072,-1.025,-1.524,2.5,0.488,0,0.216,0.004,-1.092,12.5,23.78,3.963,292.637,-0.628,-0.181,0.969,2.195,13.171,-9.268,2510.413,-45,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.126649,-0.195,-0.941,0.059,-6.524,0.488,10.793,2.323,-0.305,-0.892,-0.351,-9.024,3.476,-0.915,0,0.029,0.072,-1.025,-1.037,1.037,0.183,0,0.165,0.022,-1.048,19.451,9.39,11.098,292.637,-0.628,-0.181,0.969,-15.549,19.512,-12.988,2510.413,-81,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.178788,-0.241,-0.997,0.034,4.878,-2.256,13.476,2.323,-0.324,-0.916,-0.393,5.549,-4.756,2.012,0,0.017,0.065,-0.945,0,-0.915,-0.183,0,0.165,0.022,-1.048,16.159,-5.244,9.878,292.637,-0.614,-0.253,0.868,-5.61,12.561,-5.183,2510.413,-178,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.226917,-0.241,-0.997,0.034,3.232,-2.256,8.598,2.323,-0.295,-0.841,-0.314,12.317,-8.963,2.134,0,0.017,0.065,-0.945,-0.061,-1.89,-0.305,0,0.187,-0.022,-1.072,5.976,3.171,3.415,292.637,-0.602,-0.234,0.842,-3.659,12.073,-3.171,2510.413,-59,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.276549,-0.242,-1.011,0.044,-2.988,2.073,1.098,2.323,-0.295,-0.841,-0.314,10.427,-9.146,2.866,0,0,0.064,-0.928,-2.012,-1.341,-0.183,0,0.165,-0.032,-1.04,1.159,8.11,0.366,292.637,-0.602,-0.234,0.842,-9.878,15.183,-8.902,2510.413,145,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.319665,-0.25,-1.026,0.078,1.89,0.793,3.415,2.323,-0.31,-0.865,-0.29,5.366,-5.915,2.744,0,-0.007,0.071,-0.975,-0.671,-2.439,-0.122,0,0.165,-0.032,-1.04,3.963,-17.195,5.976,292.637,-0.632,-0.273,0.835,-13.659,17.927,-12.866,2510.413,132,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.366289,-0.25,-1.026,0.078,7.683,-0.183,3.415,2.323,-0.31,-0.865,-0.29,3.476,-3.415,1.159,0,-0.007,0.071,-0.975,0.915,-4.024,-0.244,0,0.182,-0.045,-1.018,11.341,-3.537,0.183,292.637,-0.632,-0.273,0.835,-9.451,17.561,-11.098,2510.413,185,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.423442,-0.253,-0.974,0.087,6.341,-0.244,0,2.323,-0.33,-0.909,-0.308,9.39,-6.22,-0.366,0,0.004,0.074,-0.981,1.646,-3.902,-0.183,0,0.182,-0.045,-1.018,1.646,11.28,2.744,292.637,-0.653,-0.301,0.814,-6.159,3.963,-3.72,2510.413,177,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.477085,-0.232,-0.953,0.05,-7.805,2.439,-3.659,2.323,-0.317,-0.871,-0.276,8.049,-6.951,0.793,0,0.005,0.07,-0.958,1.28,-0.366,0.427,0,0.186,-0.039,-1.059,3.72,8.598,-2.317,292.637,-0.646,-0.285,0.828,4.878,-1.646,3.902,2510.413,197,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.523208,-0.232,-0.953,0.05,-6.402,2.866,-2.134,2.323,-0.317,-0.871,-0.276,1.768,-3.78,0.793,0,0.005,0.07,-0.958,1.098,1.951,0.61,0,0.186,-0.038,-1.069,3.78,5.061,-1.951,292.637,-0.646,-0.285,0.828,5.244,-3.354,3.293,2510.413,215,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.570836,-0.236,-0.98,0.053,-1.402,2.805,0,2.323,-0.318,-0.867,-0.279,-7.866,2.012,-0.488,0,-0.002,0.07,-0.964,0.793,2.622,0.732,0,0.186,-0.038,-1.069,-6.829,3.354,-5,292.637,-0.634,-0.272,0.837,2.5,1.22,2.439,2510.413,-5,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.617962,-0.236,-0.98,0.053,3.232,2.5,1.28,2.323,-0.323,-0.888,-0.308,-11.037,3.171,-0.427,0,-0.002,0.07,-0.964,0.366,2.195,0.61,0,0.188,-0.042,-1.042,-3.902,9.939,-4.207,292.637,-0.636,-0.265,0.824,0.305,3.476,1.037,2510.413,17,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.663583,-0.251,-0.993,0.076,1.524,2.073,0.061,2.323,-0.323,-0.888,-0.308,-7.988,1.707,0,0,0.004,0.068,-0.969,0.183,1.829,0.549,0,0.188,-0.042,-1.042,2.622,-1.22,0.183,292.637,-0.636,-0.265,0.824,-0.793,5,0.427,2510.413,-125,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.719733,-0.243,-0.988,0.049,-4.085,1.341,-2.195,2.323,-0.324,-0.881,-0.323,-5.976,0.549,0.366,0,0.012,0.067,-0.962,0.671,0.793,0.488,0,0.198,-0.035,-1.034,0.793,2.744,0.854,292.637,-0.643,-0.262,0.823,-1.829,6.098,-1.037,2510.413,-401,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.760843,-0.243,-0.988,0.049,-3.232,1.159,-2.317,2.323,-0.324,-0.881,-0.323,-4.268,-0.122,0.305,0,0.012,0.067,-0.962,1.829,0.488,0.488,0,0.201,-0.024,-1.042,0,-1.646,1.524,292.637,-0.643,-0.262,0.823,-3.659,6.951,-2.073,2510.413,217,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.843063,-0.227,-0.963,0.051,-2.256,0.671,-0.976,2.323,-0.32,-0.881,-0.325,-1.524,0.183,-1.463,0,0.011,0.067,-0.973,1.159,-0.305,0.244,0,0.192,-0.015,-1.043,-6.037,13.476,-3.293,292.637,-0.662,-0.282,0.824,-5.976,13.902,-3.841,2510.413,474,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.885258,-0.24,-0.975,0.054,-0.488,0.427,0.61,2.323,-0.32,-0.881,-0.325,0.61,-1.585,-0.122,0,0.006,0.07,-0.971,0.549,-0.183,0.244,0,0.192,-0.015,-1.043,2.439,-9.573,5,292.637,-0.667,-0.286,0.789,-2.683,15,-2.866,2510.413,19,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.929375,-0.24,-0.975,0.054,1.098,0.549,1.28,2.323,-0.325,-0.879,-0.316,1.524,-2.683,0.976,0,0.006,0.07,-0.971,0.305,0,0.305,0,0.207,-0.024,-1.055,0,-0.793,2.439,292.637,-0.667,-0.286,0.789,-2.927,12.256,-3.598,2510.413,-146,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:25.975999,-0.241,-0.996,0.059,1.159,0.549,0.732,2.323,-0.325,-0.879,-0.316,2.5,-2.439,0.366,0,0.004,0.068,-0.966,0.671,-0.61,0.183,0,0.207,-0.024,-1.055,2.866,9.451,1.28,292.637,-0.685,-0.298,0.778,0.915,2.256,1.159,2510.413,-78,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.030144,-0.241,-0.996,0.059,0.854,0.488,-0.244,2.323,-0.324,-0.877,-0.31,3.72,-2.744,-0.122,0,0.004,0.065,-0.964,0.305,-1.098,0.061,0,0.208,-0.028,-1.036,2.927,4.207,0.732,327.124,-0.679,-0.293,0.784,-0.793,-1.402,1.098,2555.043,98,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.073266,-0.231,-0.985,0.06,0.488,0.183,-0.976,2.323,-0.324,-0.877,-0.31,2.927,-2.744,0.122,0,0.004,0.065,-0.964,0.061,-0.427,0.122,0,0.216,-0.032,-1.035,4.695,-2.317,2.134,327.124,-0.679,-0.293,0.784,0.854,-1.768,2.5,2555.043,228,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.117383,-0.228,-0.97,0.06,0.671,0.61,-1.463,2.323,-0.319,-0.874,-0.301,2.195,-2.073,-0.61,0,0,0.067,-0.965,-0.122,-0.183,0.244,0,0.216,-0.032,-1.035,0.671,-2.378,1.829,327.124,-0.674,-0.29,0.792,0.122,-0.61,1.524,2555.043,289,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.167016,-0.228,-0.97,0.06,1.28,0.976,-0.427,2.323,-0.321,-0.88,-0.298,0.793,-1.159,-0.549,0,0,0.067,-0.965,0.061,-0.244,0.244,0,0.209,-0.043,-1.042,1.524,3.841,-0.061,327.124,-0.674,-0.29,0.792,-0.549,1.098,-0.366,2555.043,-373,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.211166,-0.238,-0.979,0.066,0.793,0.793,-0.122,2.323,-0.321,-0.88,-0.298,-0.305,-0.854,-0.366,0,0.002,0.072,-0.968,0,0.244,0.244,0,0.209,-0.043,-1.042,4.207,-3.72,1.28,327.124,-0.678,-0.289,0.791,1.22,2.317,-0.427,2555.043,-198,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.258292,-0.238,-0.979,0.066,0.793,0.488,-0.427,2.323,-0.327,-0.882,-0.302,-1.463,-0.549,-0.488,0,0.002,0.072,-0.968,0.061,0.183,0.244,0,0.208,-0.039,-1.046,-2.378,0.732,0.488,327.124,-0.679,-0.291,0.788,0.854,0.244,0.305,2555.043,412,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.311434,-0.236,-0.98,0.063,0,0.671,-0.549,2.323,-0.327,-0.882,-0.302,-0.976,-0.61,-0.366,0,0.007,0.072,-0.971,0.244,0.61,0.305,0,0.208,-0.031,-1.044,0.61,-3.659,0.854,327.124,-0.679,-0.291,0.788,3.354,-0.122,1.829,2555.043,252,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.353045,-0.236,-0.98,0.063,-2.256,0.976,-0.976,2.323,-0.325,-0.878,-0.306,-2.439,0.183,-0.61,0,0.007,0.071,-0.968,0.366,0.976,0.427,0,0.208,-0.031,-1.044,-2.683,3.72,-0.549,327.124,-0.678,-0.284,0.794,2.012,-0.549,1.098,2555.043,305,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.398667,-0.229,-0.987,0.057,-0.732,0.549,-0.854,2.323,-0.323,-0.88,-0.311,-2.012,0.244,-0.671,0,0.007,0.071,-0.968,0.427,0.976,0.427,0,0.209,-0.036,-1.039,2.134,-4.085,1.463,327.124,-0.678,-0.284,0.794,0.549,0.732,0.488,2555.043,-50,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.447916,-0.227,-0.979,0.062,0.854,0.732,-1.159,2.323,-0.323,-0.88,-0.311,-2.073,0.061,-0.61,0,0.004,0.07,-0.965,0.244,0.366,0.305,0,0.209,-0.036,-1.039,-5.061,3.902,-0.549,327.124,-0.675,-0.283,0.787,0.549,1.585,0.488,2555.043,-130,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.493037,-0.227,-0.979,0.062,-0.183,0.549,-1.098,2.323,-0.322,-0.88,-0.31,-0.976,-0.427,-0.488,0,0.004,0.07,-0.965,0.305,0.122,0.305,0,0.21,-0.034,-1.04,0.976,-1.098,0.854,327.124,-0.679,-0.285,0.785,-0.305,1.22,-0.061,2555.043,-171,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.539662,-0.228,-0.978,0.063,-0.122,0.793,-0.488,2.323,-0.322,-0.88,-0.31,0.61,-1.159,-0.244,0,0.007,0.071,-0.967,0.183,0.244,0.305,0,0.21,-0.034,-1.04,-1.159,-0.976,1.098,327.124,-0.679,-0.285,0.785,0.549,0.854,0.061,2555.043,-167,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.597316,-0.23,-0.978,0.073,0.183,0.305,-0.61,2.323,-0.321,-0.879,-0.306,-1.768,-0.366,-0.488,0,0.005,0.072,-0.969,0.366,0.305,0.366,0,0.209,-0.027,-1.04,0.854,-3.598,2.317,327.124,-0.68,-0.286,0.789,0.732,0.427,0,2555.043,118,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.648452,-0.23,-0.978,0.073,-1.037,0.183,-0.854,2.323,-0.322,-0.883,-0.31,-0.549,-0.61,-0.488,0,0.005,0.072,-0.969,0.122,0.183,0.183,0,0.211,-0.029,-1.045,1.646,3.659,-0.244,327.124,-0.68,-0.286,0.789,0,-0.305,-0.122,2555.043,89,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.694576,-0.224,-0.982,0.05,-1.89,0.366,-0.671,2.323,-0.322,-0.883,-0.31,0.61,-1.098,-0.366,0,0.008,0.073,-0.967,-0.122,-0.183,0.122,0,0.211,-0.029,-1.045,-2.256,-0.732,0.915,327.124,-0.676,-0.284,0.791,0.549,0.549,0.305,2555.043,187,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.743708,-0.224,-0.982,0.05,-1.768,0.793,-0.366,2.323,-0.32,-0.875,-0.306,0.549,-1.402,-0.183,0,0.008,0.073,-0.967,0,0.122,0.183,0,0.206,-0.036,-1.042,0.183,-1.402,0.549,327.124,-0.682,-0.286,0.792,0.061,1.524,-0.244,2555.043,205,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.788827,-0.226,-0.987,0.052,-0.61,1.28,-0.244,2.323,-0.321,-0.878,-0.31,-2.988,0.244,-0.671,0,0.008,0.073,-0.966,0.976,0.671,0.488,0,0.206,-0.032,-1.042,0.244,-0.61,0.671,327.124,-0.682,-0.286,0.792,-0.549,1.646,-0.427,2555.043,105,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.835452,-0.226,-0.987,0.052,1.098,1.28,-0.305,2.323,-0.321,-0.878,-0.31,-2.927,0.488,-0.793,0,0.005,0.073,-0.968,0.549,0.366,0.366,0,0.206,-0.032,-1.042,2.866,-0.061,0.671,327.124,-0.679,-0.291,0.782,-0.61,1.037,0.244,2555.043,72,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.889598,-0.23,-0.973,0.078,-0.122,0.671,-0.793,2.323,-0.321,-0.883,-0.313,-1.098,-0.244,-0.549,0,0.005,0.073,-0.968,0.305,0,0.244,0,0.206,-0.03,-1.042,-1.402,-1.28,1.707,327.124,-0.679,-0.291,0.782,0.305,0.305,3.232,2555.043,-85,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.929704,-0.228,-0.985,0.06,-2.195,0.61,-1.22,2.323,-0.321,-0.883,-0.313,0.732,-1.463,-0.061,0,0.006,0.074,-0.967,0.244,0.061,0.244,0,0.206,-0.03,-1.042,2.195,2.5,4.512,327.124,-0.679,-0.281,0.786,0.305,0.122,4.695,2555.043,-14,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:26.976830,-0.228,-0.985,0.06,-1.463,1.463,-1.524,2.323,-0.321,-0.878,-0.307,0.122,-1.22,-0.122,0,0.006,0.074,-0.967,0.732,0.122,0.427,0,0.201,-0.053,-1.046,3.598,-4.268,7.988,327.124,-0.681,-0.274,0.787,-0.427,0.183,3.476,2555.043,25,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.024959,-0.221,-0.991,0.058,-0.305,1.402,-1.037,2.323,-0.32,-0.878,-0.312,-0.854,-0.183,-0.793,0,0.008,0.073,-0.965,0.732,0.549,0.549,0,0.201,-0.026,-1.044,-0.488,-2.622,1.524,327.124,-0.681,-0.274,0.787,0,0.488,0.061,2555.043,-56,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.070581,-0.221,-0.991,0.058,-0.488,0.61,-1.159,2.323,-0.32,-0.878,-0.312,-0.488,0.183,-1.341,0,0.01,0.071,-0.97,0.244,-0.061,0.244,0,0.201,-0.026,-1.044,-0.671,1.159,-0.488,327.124,-0.687,-0.282,0.796,-2.256,0.122,0.427,2555.043,12,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.117706,-0.214,-0.974,0.061,-0.976,0.671,-1.28,2.323,-0.316,-0.88,-0.314,-0.854,-0.366,-0.915,0,0.01,0.071,-0.97,0.244,0,0.244,0,0.2,-0.039,-1.041,-0.793,-2.744,-0.122,327.124,-0.687,-0.282,0.796,-5.854,1.28,1.951,2555.043,135,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.204940,-0.219,-0.975,0.058,-0.549,0.976,0.305,2.323,-0.317,-0.879,-0.31,-1.037,-0.976,-0.183,0,0.006,0.073,-0.97,0.183,0.488,0.305,0,0.196,-0.043,-1.047,-1.037,0.732,-0.61,327.124,-0.683,-0.291,0.78,-1.768,3.72,-0.183,2555.043,100,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.243041,-0.229,-0.991,0.065,0.427,0.915,0.854,2.323,-0.317,-0.879,-0.31,-1.28,-1.037,0.122,0,0.003,0.076,-0.963,0.366,0.671,0.366,0,0.196,-0.043,-1.047,-1.951,-0.366,1.585,327.124,-0.688,-0.294,0.779,0.427,3.415,-0.671,2555.043,-14,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.288664,-0.229,-0.991,0.065,-0.549,0.671,-0.305,2.323,-0.319,-0.879,-0.31,-1.585,-0.671,0,0,0.003,0.076,-0.963,0.61,0.305,0.366,0,0.191,-0.04,-1.049,1.463,0.183,1.524,327.124,-0.688,-0.294,0.779,1.159,2.134,0.976,2555.043,38,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.340803,-0.218,-0.985,0.056,-0.976,0.61,-1.037,2.323,-0.317,-0.878,-0.315,-1.402,-0.061,-0.793,0,0.006,0.075,-0.964,0.549,0,0.305,0,0.196,-0.037,-1.042,1.463,0.122,0.549,327.124,-0.689,-0.283,0.775,0.671,1.037,0.549,2555.043,-43,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.382915,-0.218,-0.985,0.056,-0.854,0.732,-0.976,2.323,-0.317,-0.878,-0.315,-1.22,-0.061,-0.854,0,0.006,0.075,-0.964,0.488,-0.122,0.244,0,0.196,-0.037,-1.042,-1.402,2.378,-0.366,327.124,-0.694,-0.283,0.777,0.915,0.488,0,2555.043,121,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.430041,-0.211,-0.977,0.055,-1.037,0.732,-0.732,2.323,-0.315,-0.879,-0.318,-0.732,-0.122,-0.976,0,0.011,0.073,-0.972,0.854,0.061,0.305,0,0.203,-0.034,-1.039,0.122,0.366,0.244,327.124,-0.694,-0.283,0.777,0.549,-0.305,0.305,2555.043,363,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.484688,-0.218,-0.979,0.061,-0.915,0.61,0.427,2.323,-0.315,-0.879,-0.318,-1.159,-0.305,-0.61,0,0.009,0.073,-0.969,1.098,0.366,0.427,0,0.203,-0.034,-1.039,0.061,2.256,0,327.124,-0.69,-0.287,0.781,1.22,-1.037,1.098,2555.043,213,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.525797,-0.218,-0.979,0.061,-0.732,0.488,0.366,2.323,-0.314,-0.88,-0.317,-0.915,-0.671,-0.427,0,0.009,0.073,-0.969,1.037,0.061,0.305,0,0.206,-0.031,-1.045,-0.732,3.659,-1.22,327.124,-0.69,-0.287,0.781,2.134,-0.61,1.646,2555.043,-211,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.570416,-0.22,-0.983,0.056,-0.305,0.427,0.244,2.323,-0.314,-0.88,-0.317,-0.305,-1.037,-0.244,0,0.005,0.074,-0.965,0.732,-0.061,0.305,0,0.206,-0.031,-1.045,-0.976,1.951,-0.671,327.124,-0.683,-0.271,0.777,1.402,-0.488,0.854,2555.043,-419,1,0,0,0,1,0,1,1,1,11
2018-07-04T12:04:27.619046,-0.22,-0.983,0.056,-0.305,0.549,0.061,2.323,-0.316,-0.878,-0.314,0.549,-1.829,0.244,0,0.005,0.074,-0.965,0.488,-0.244,0.305,0,0.203,-0.04,-1.044,1.037,0.671,-0.366,327.124,-0.683,-0.271,0.777,-1.707,0.122,-2.561,2555.043,-132,1,0,0,0,1,0,1,1,1,11
2018-07-11T13:40:54.660607,-1.033,0.124,-0.048,0.183,-6.768,1.585,214.369,0.509,-0.843,0.258,5.488,-9.085,-3.72,0,-0.297,-1.008,-0.02,-10.305,-5,1.037,12.246,0.796,0.333,-0.501,13.963,-16.829,-24.451,602.131,-0.974,-0.076,0.323,-19.512,12.5,-1.768,928.597,27,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.726787,-1.059,0.153,-0.033,0.427,-6.707,-8.902,214.369,0.509,-0.843,0.258,10.183,-10.488,-2.805,0,-0.276,-1.005,-0.039,-8.049,0.366,-2.317,12.246,0.762,0.395,-0.521,8.049,-20,-20.854,602.131,-0.997,-0.088,0.332,-20,15.671,-1.402,928.597,-22,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.792966,-1.059,0.153,-0.033,2.744,-5.915,-19.085,214.369,0.601,-0.823,0.292,26.89,-4.329,-7.317,0,-0.148,-1.039,-0.029,-8.902,9.268,-9.024,12.246,0.716,0.516,-0.491,-5.915,-11.524,-14.695,602.131,-0.985,-0.098,0.34,-9.756,17.317,3.72,928.597,139,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.837086,-1.08,0.168,-0.067,0.305,-2.744,-31.28,214.369,0.701,-0.758,0.427,40.915,16.22,-13.476,0,-0.148,-1.039,-0.029,-7.988,24.085,-12.805,12.246,0.716,0.516,-0.491,-13.537,-12.683,-9.146,602.131,-0.985,-0.098,0.34,-7.439,19.268,9.512,928.597,58,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.897250,-0.918,-0.046,-0.278,-29.085,15.427,-33.293,214.369,0.587,-0.692,0.431,37.927,40.305,-18.293,0,-0.15,-1.052,0.011,-6.768,37.622,-12.439,12.246,0.691,0.609,-0.517,-17.256,-18.963,-0.61,602.131,-1.019,-0.131,0.35,20.976,28.171,31.646,928.597,99,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.945383,-0.918,-0.046,-0.278,12.195,26.159,-16.341,214.369,0.587,-0.692,0.431,36.89,24.085,-26.707,0,-0.283,-1.042,0.095,-3.963,18.963,-12.5,12.246,0.679,0.565,-0.604,-7.195,-34.268,9.207,602.131,-1.086,-0.113,0.407,36.22,22.927,47.012,928.597,104,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:54.994514,-0.922,-0.131,0.007,10.732,22.561,17.073,214.369,0.289,-0.626,0.368,16.768,-23.537,-8.11,0,-0.283,-1.042,0.095,2.439,-2.927,-6.829,12.246,0.679,0.565,-0.604,-0.976,-13.11,10.915,602.131,-1.086,-0.113,0.407,31.402,10.183,56.89,928.597,51,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.056685,-1.207,0.022,0.208,-11.28,-21.951,26.037,214.369,0.662,-0.93,0.511,-108.902,13.659,33.232,2.323,-0.196,-1.004,0.022,-3.476,-16.585,13.902,12.246,0.731,0.5,-0.586,2.805,8.537,3.841,559.825,-1.134,-0.067,0.339,-46.402,-16.341,46.951,928.597,12,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.111833,-1.207,0.022,0.208,7.561,3.354,16.159,214.369,0.662,-0.93,0.511,-126.463,26.159,33.963,2.323,-0.22,-1.04,-0.024,-2.012,-6.341,-0.366,12.246,0.731,0.41,-0.546,18.963,4.451,5.427,559.825,-1.063,-0.193,0.27,-93.902,-27.561,26.402,928.597,115,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.165982,-1.017,0.115,-0.15,26.707,-4.451,3.963,214.369,0.658,-0.625,0.202,-56.28,25.61,3.841,2.323,-0.188,-0.966,-0.024,-3.841,-3.659,-0.122,12.246,0.731,0.41,-0.546,13.232,12.622,8.902,559.825,-1.063,-0.193,0.27,-108.902,-29.817,-0.61,928.597,-66,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.211105,-1.018,0.096,-0.075,5.915,-2.988,3.171,214.369,0.412,-0.914,0.336,40.976,-78.171,-20.366,2.323,-0.188,-0.966,-0.024,-14.878,0.305,0.793,12.246,0.729,0.382,-0.545,8.293,0.671,14.878,559.825,-0.921,-0.309,0.236,-71.646,-20.488,-25.305,928.597,-5,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.277282,-1.018,0.096,-0.075,2.683,1.159,1.341,214.369,0.412,-0.914,0.336,-42.134,-42.439,6.402,2.323,-0.252,-1.028,-0.037,1.341,0.915,0.793,12.246,0.765,0.366,-0.524,-0.976,14.268,11.951,559.825,-0.936,-0.138,0.28,39.512,-13.537,-35.915,928.597,-39,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.322904,-1.031,0.115,-0.071,-0.976,3.049,-5,214.369,0.533,-0.833,0.282,-55.122,55.244,10,2.323,-0.23,-0.998,-0.022,-6.159,6.098,-2.195,12.246,0.765,0.366,-0.524,-2.073,1.098,12.5,559.825,-0.936,-0.138,0.28,31.646,-8.476,-35.427,928.597,-102,1,1,1,1,1,1,2,2,2,7
2018-07-11T13:40:55.381560,-1.032,0.069,-0.084,4.573,2.378,-21.829,214.369,0.56,-0.767,0.295,-0.854,-38.841,3.72,2.323,-0.23,-0.998,-0.022,-4.024,5.671,-1.524,12.246,0.772,0.354,-0.511,-8.659,4.146,11.463,559.825,-0.938,-0.097,0.309,30.366,9.268,-32.805,928.597,89,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.442461,-1.032,0.069,-0.084,-0.122,2.927,-21.463,214.369,0.56,-0.767,0.295,-5,-9.573,-7.012,2.323,-0.25,-1.003,0.007,-2.134,5.976,-2.317,12.246,0.755,0.325,-0.492,-7.561,5.122,11.89,559.825,-0.971,-0.076,0.352,47.317,10.793,-31.524,928.597,52,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.496107,-1.026,0.047,-0.07,-0.427,5.793,-38.171,214.369,0.458,-0.858,0.263,-3.537,-19.268,1.22,2.323,-0.249,-1.009,-0.002,2.622,4.085,-0.305,12.246,0.755,0.325,-0.492,-4.573,9.085,13.354,559.825,-0.971,-0.076,0.352,52.5,11.585,-31.646,928.597,247,1,1,1,1,1,1,2,2,2,2
